lemma,sense_source,sense_target,semantic_relationship,pos
csokoládé," ez mint élelmiszer, kül. az ebből az anyagból készült, tábla alakban v. más formában forgalomba hozott édesipari termék"," Kakaópor, cukor és fűszerek keverékéből gyártott édesség; ízesítőként v. formába, táblába öntve csemegeként fogyasztják",narrower,noun
csokoládé," ebből az anyagból, ritk. kakaóporból forró tejjel, es. vízzel készült, rendsz. cukrozva, ízesítve fogyasztott ital", Csokoládéból (1) v. kakaóporból tejjel készített ital,exact,noun
csokoládé," megőrölt kakaóbab, kakaóvaj, cukor, es. tej és különféle fűszerek, ízesítő anyagok felhasználásával előállított szilárd halmazállapotú, sötétbarna színű anyagból készült <édesipari termék>"," Csokoládéból (1) készült <édesség, kül. ajándéktárgy>",exact,adjective
déli," dél körüli, déltájra eső <időszak, időpont>"," Dél tájban való, akkor történő <dolog>",exact,adjective
déli," (rendszeresen) délre, ill. déltájra eső, akkor végbemenő <esemény, tevékenység, jelenség>"," Dél idején való, akkor történő <dolog>",exact,adjective
déli," (szokásosan) délben, ill. déltájban megvalósuló tevékenységhez, kül. étkezéshez való"," Dél tájban való, akkor történő <dolog>",narrower,adjective
déli," a dél idejére jellemző látványát, állapotát mutató"," Dél tájban való, akkor történő <dolog>",narrower,adjective
déli," dél felé eső <irány>, ill. ilyen irányú <fekvés, tájolás>"," Délen levő, fekvő, található, délre eső <dolog>",narrower,adjective
déli," <a Föld v. az éggömb, ill. a földrajzi koordináta-rendszer részeként:> az északi félgömbbel átellenes <félgömb>, ill. ahhoz tartozó v. ott tapasztalható", A Föld egyenlítőjétől délre levő <dolog>,exact,adjective
déli," <vmely területnek, természeti képződménynek, építménynek stb.> délre eső <része, pontja>"," Dél felé néző, mutató, haladó <dolog>",narrower,adjective
déli," délen élő v. onnan való <személy v. nép>, ill. arra jellemző <sajátosság>"," Délen lakó, élő <személy, csoport>",broader,adjective
déli," délen honos, ill. elterjedt <állat v. növény>"," Délen lakó, élő <személy, csoport>",narrower,adjective
déli," délen jellemző, ott történő v. létrejött, ill. ilyen térséggel kapcs., azt érintő, oda irányuló <esemény, folyamat, tevékenység stb.>"," Délen levő, fekvő, található, délre eső <dolog>",narrower,adjective
déli," dél felől érkező, ill. onnan származó", Dél felől jövő <dolog>,broader,adjective
déli," délen, vmely földrésznek, országnak v. területnek ebbe az irányba eső részén élő népesség"," Délen, délvidéken, déli vidéken élő személy",exact,noun
demonstrál, (oktatás céljából) szemléltetve bemutat vmit," Szemléltet, bemutat vmit",narrower,verb
demonstrál," <szöveget (fény)kép, ábra, ill. azzal vki v. vmely kiadvány> szemléltet, illusztrál"," Szemléltet, bemutat vmit",narrower,verb
demonstrál," érvekkel, adatokkal v. vmilyen eljárással bizonyít, szemléletesen igazol vmit"," Bizonyít, igazol vmit",exact,verb
demonstrál," vki v. vmi melletti, ill. elleni állásfoglalását szóban v. vmely cselekedettel nyilvánosan kifejezi", tüntet,narrower,verb
demonstrál," <nagy csoport v. tömeg, ill. annak részeként vki> vmely ügy támogatására v. ellene való tiltakozásul tüntetésen, felvonuláson, es. egyéb megmozduláson vesz részt", tüntet,narrower,verb
depresszió," <emberben, es. állatban:> tartós v. időszakonként visszatérő nagyfokú lehangoltsággal, életuntsággal, beszűkült érdeklődéssel, öngyilkossági vággyal, evés- és alvászavarokkal járó lelki betegség, ill. vkinek ilyen betegsége, beteg volta"," Nagyfokú, beteges levertség",broader,noun
depresszió," a közhangulatban bekövetkező kiábrándultság, elkeseredettség, csüggedtség"," Nyomott hangulat; lehangoltság, elkedvetlenedés",broader,noun
depresszió," gazdasági ciklusnak az a szakasza, amelyben a termelés, beruházás, fogyasztás, foglalkoztatás, kereskedelem stb. visszaesik, alacsony szinten van, ill. az egész gazdaság stagnál; pangás"," <A kapitalizmusban> a gazdasági válság legmélyebb szakasza, a pangás időszaka, melyre az erősen csökkent termelés, az árak és bérek alacsonysága, valamint a munkanélküliség jellemző",exact,noun
depresszió," alacsony légnyomás v. légnyomási minimum, ill. a légkörnek ilyen légnyomású tartománya", A légköri nyomásnak nagy légtömegek mozgásával kapcs. csökkenése,broader,noun
depresszió," a tengerszintnél v. a környező szilárd földfelszínnél alacsonyabban fekvő terület, bemélyedés, ill. vmely földrajzi képződménynek az a tulajdonsága, hogy ennél a szintnél alacsonyabban fekszik", A tengerszintnél mélyebben fekvő terület,exact,noun
depresszió, vmely csillagnak a látóhatár alatti negatív magassága," Csillag állása a látóhatár alatt, szögekben kifejezve",broader,noun
dug," <szűk nyílásba, résbe, ill. vminek a belsejébe> csúsztatva behelyez, betesz, ill. betöm vmit"," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug," <testrészt ruhába, lábbelibe> bújtat"," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug, <kül. gyereket ágyba> fektet vki," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug," <puha, ill. folyékony anyagba v. tűzbe> belenyom, beletesz vmit"," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug," <vmely (zárt) helyre, intézménybe v. testülethez> (akarata ellenére) elhelyez, ill. juttat vkit"," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug," <testrészt v. kezében tartott tárgyat> egy mozdulattal (oda)tol, nyújt vhova, vkihez, vmihez"," <Tárgyat, testrészt> egyetlen v. folyamatos mozdulattal nyílásba, résbe, ill. laza v. folyékony anyag közé juttat",narrower,verb
dug," titokban, észrevétlen tesz, csúsztat vhova vmit, ill. elrejt vki elől vmit v. vkit", Vhová rejt vmit,exact,verb
dug," titokban juttat, ad vkinek vmit"," Titokban, lopva juttat, ad vkinek vmit",exact,verb
dug," <állatot, kül. kacsát, libát> töm (vmivel)"," <Libát, kacsát> töm",exact,verb
egybeköt," <több ugyanolyan jellegű dolgot kötél, lánc stb., ill. (azzal összefogva) vki> egymáshoz erősít, összeköt, ill. körbeköt vmit vki"," <Két v. több tárgyat zsineggel v. más hasonló eszközzel> úgy köt össze, hogy egy csomag lesz belőle",narrower,verb
egybeköt, ilyen módon összekötött elemekből létrehoz vmit," <Két v. több tárgyat zsineggel v. más hasonló eszközzel> úgy köt össze, hogy egy csomag lesz belőle",narrower,verb
egybeköt," <több művet, ill. vmivel vmit> egy kötetbe köt, ill. <kötetet, gyűjteményt> így létrehoz"," <Különálló iratokat, füzeteket, köteteket> egy kötetbe köt",exact,verb
egybeköt," <két v. több személyt v. vkivel vkit vmilyen kapcsolat, ill. vki> összeköt, kül. összeházasít"," <Két v. több személyt vmely kötelék> összefűz, összeköt",exact,verb
egybeköt," <több különálló dolgot, helyet, ill. vmivel vmit> (a köztük levő távolságot áthidalva) összekapcsol"," két önálló rész, hely, hely(i)ség között kapcsolatot, összeköttetést létesít; összeköt vmit (vmivel)",narrower,verb
egybeköt," <vmely funkciót betöltő helyet vmely más, vele összefüggő funkciójú hellyel> térben összekapcsol"," két önálló rész, hely, hely(i)ség között kapcsolatot, összeköttetést létesít; összeköt vmit (vmivel)",narrower,verb
egybeköt," <két v. több elvont dolgot, ill. vmivel vmit> összekapcsol, társít, ill. vmilyen viszonyba hoz"," két önálló rész, hely, hely(i)ség között kapcsolatot, összeköttetést létesít; összeköt vmit (vmivel)",narrower,verb
egybeköt," <vmely eseményt, tevékenységet vmely másikkal> úgy kapcsol össze, hogy azzal egy időben v. közvetlenül egymás után, egy alkalommal történjen"," <Két eseményt, ill. egyiket a másikkal> összekapcsol, összeköt",exact,verb
egyenes," olyan <vonal>, amelynek bármely két pontja a legrövidebb úton van összekötve"," Egyik térbeli ponttól a másikig a legrövidebb úton haladó, irányát nem változtató <irányvonal>",exact,adjective
egyenes," ehhez hasonló, ezt megközelítő, hajlások, görbületek, törések nélküli <vonal(szerű dolog)>"," Olyan <hosszanti irányban húzódó, kiterjedő dolog>, amelyben egy valóságos v. képzelt tengely iránya ehhez hasonló, ezt megközelítő",narrower,adjective
egyenes," <vmely (néző)pontból kiindulva> előrefelé, nem oldalirányba irányuló v. irányított <mozgás, mozdulat>, ill. arra jellemző <irány>"," Olyan <hosszanti irányban húzódó, kiterjedő dolog>, amelyben egy valóságos v. képzelt tengely iránya ehhez hasonló, ezt megközelítő",narrower,adjective
egyenes," <a harántfuvolával szemben:> olyan fuvola, amelyet egyik vége felől belefújva szólaltatnak meg"," Olyan <hosszanti irányban húzódó, kiterjedő dolog>, amelyben egy valóságos v. képzelt tengely iránya ehhez hasonló, ezt megközelítő",narrower,adjective
egyenes," vmely függőleges v. vízszintes tengelytől (jelentősen) el nem térő, nem ferde, ill. vmire merőleges"," Olyan <hosszanti irányban húzódó, kiterjedő dolog>, amelyben egy valóságos v. képzelt tengely iránya ehhez hasonló, ezt megközelítő",narrower,adjective
egyenes," álló, felegyenesedett <testtartás, járás>"," Olyan <hosszanti irányban húzódó, kiterjedő dolog>, amelyben egy valóságos v. képzelt tengely iránya ehhez hasonló, ezt megközelítő",narrower,adjective
egyenes," (lényeges) kiemelkedések, bemélyedések nélküli, sima, sík <felület>, ill. ilyen felületű <dolog>"," Olyan <síkban kiterjedő dolog, felület>, melyen nincsenek (lényeges) kiemelkedések v. bemélyedések; sík, sima",exact,adjective
egyenes," köztes v. közvetítő dolog, ill. személy nélküli, közvetlen <kapcsolat, hatás stb.>"," Olyan <személy, dolog>, aki, amely közvetlen kapcsolatban van vkivel, vmivel",narrower,adjective
egyenes," <a közvetett adóval v. adóz(tat)ással szemben:> olyan <adó v. adóz(tat)ás>, amelynek adófizetésre kötelezett adóalanya közvetlenül megegyezik azzal a személlyel, akit gazdasági értelemben az adó ténylegesen terhel", közvetlenül az adóalap után fizetett adó,exact,adjective
egyenes," olyan <rokonság(i), leszármazás(i vonal)>, amelyben a megnevezett személyek között gyerek-szülő kapcsolat áll fenn, ill. olyan <személy>, aki vkivel ilyen származási viszonyban áll"," olyan leszármazási viszonyban, hogy az egyik személy közvetlenül v. közvetve a másiktól származik, annak fia, unokája stb. v. apja, nagyapja stb.",narrower,adjective
egyenes," <a függővel szemben:> vmely szöveget, megnyilatkozást eredeti formájában rögzítő, közlő <idézési mód>, ill. vmely kijelentést, kérdést stb. ilyen módon idéző <mondat>"," vkinek szó szerint idézett beszéde, szavai",broader,adjective
egyenes," közvetlen ok-okozati kapcsolaton alapuló, direkt"," Olyan <személy, dolog>, aki, amely közvetlen kapcsolatban van vkivel, vmivel",narrower,adjective
egyenes," <a fordítottal szemben:> olyan <kapcsolat, viszony két dolog között>, amelyben az egyik változásának mértékével azonos arányú a másik változása"," olyan a., melyben az egyik tag növekedése v. csökkenése a másik tag ugyanolyan arányú növekedésével, ill. csökkenésével jár",broader,adjective
egyenes," világos(an), egyértelmű(en kifejezett) <gondolkozás, megnyilatkozás stb.>"," Határozott, világosan, félreérthetetlenül kifejezett <akarati megnyilatkozás>",broader,adjective
egyenes," nyílt, őszinte (természetű) <személy>, ill. ilyen személyre jellemző <szándék, magatartás stb.>"," Őszinte és becsületes <személy v. ennek tulajdonsága, cselekedete>",narrower,adjective
egyenes," igazságos és elfogulatlan (természetű) <személy>, ill. ilyen személyre jellemző, tárgyilagos, pártatlan <tevékenység (eredménye)>"," Őszinte és becsületes <személy v. ennek tulajdonsága, cselekedete>",narrower,adjective
egyenes," olyan vonal, amelynek bármely két pontja a legrövidebb úton van összekötve"," Mindkét végén a végtelenbe nyúló, irányát állandóan megtartó vonal",exact,noun
egyenes," út, sportpálya stb. kanyarok közötti szakasza"," <Futópályán> a két kanyar közé eső, ill. a cél előtt levő egyenes rész",broader,noun
egyenes," <ökölvívásban, ill. egyes küzdősportokban:> küzdőállásból az öklöt vízszintesen előrelendítve indított ütés", <Ökölvívásban> egyenes ütés,exact,noun
egyenes," <járműre vonatkoztatva:> a menetirányt, ill. a sávot, repülési magasságot tartó, attól el nem térő helyzet"," <Néhány állandó szókapcsolatban:> kényelmetlen, kínos, bonyolult helyzetet követő nyugodt, megoldódott állapot",narrower,noun
egyenes," a(z anyagi) nehézségek, bonyodalmak megszűnése, rendeződése után bekövetkező nyugalmas, biztonságos, kiegyensúlyozott állapot"," <Néhány állandó szókapcsolatban:> kényelmetlen, kínos, bonyolult helyzetet követő nyugodt, megoldódott állapot",narrower,noun
egyszínű, egyetlen színt v. színárnyalatot mutató <dolog>," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," egyetlen szín árnyalatait mutató, használó <kép>, ill. ilyen képet létrehozó, megjelenítő <tevékenység, technika, eszköz stb.>; monokróm"," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," ugyanolyan színű, ill. vmivel azonos színű <dolog>"," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," azonos színjellel ellátott, különböző értékű kártyalapokból álló <sorozat, kombináció>"," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," olyan <többelemű, összetett dolog v. csoport>, amely egységes, homogén, amelynek részei, elemei, tagjai bizonyos jellemző tulajdonságaikban ugyanolyanok, azonos jellegűek"," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," jellemző tulajdonságaiban, véleményében stb. ugyanolyan, ill. vmivel v. vkivel megegyező, azonos jellegű <személy, közösség>"," Ugyanolyan színű, vmivel egyező színű",narrower,adjective
egyszínű," azonos politikai oldalt képviselő, ugyanahhoz a párthoz tartozó emberekből álló <testület>, ill. ilyen testület által végzett <tevékenység>"," Egyetlen színt mutató, egy színnel festett",narrower,adjective
egyszínű," ugyanolyan, ill. vkivel v. vmivel azonos politikai oldalt képviselő <személy, csoport>"," Ugyanolyan színű, vmivel egyező színű",narrower,adjective
éjszaka," a késő estétől hajnalig tartó napszak (ideje), ill. <rendsz. a nappallal szemben:> a napnak a sötétedéstől reggelig terjedő fele", Az estétől reggelig tartó napszak,exact,noun
éjszaka," ebben a napszakban, ill. nyugovóra térés előtt haszn. búcsúzó köszönésben", <(késő) esti búcsúzó köszöntés>,broader,noun
éjszaka," annak kif-ére, hogy vki (kényszerűségből) megválik vmitől, ill. (vki előidézi, hogy) vkinek, vminek vége (legyen)"," vége; elpusztult, odavan; lemondhatunk róla",exact,noun
éjszaka," az éjjel beálló sötétség, ill. a külvilág úgy, ahogyan annak idején érzékelhető, mutatkozik", Sötétség,narrower,noun
éjszaka," a fény, világosság hiánya, teljes sötétség", Sötétség,narrower,noun
éjszaka," a késő estétől hajnalig tartó napszakban, annak ideje alatt (vmikor)", Az estétől reggelig tartó napszakban; éjjel,narrower,adverb
ejt," annak kif-ére, hogy vki v. vmi előidézi, okozza vminek, vkinek az esését"," Vmit szándékosan esni hagy, enged vhova",broader,verb
ejt, szándékosan elenged és esni hagy vmit (vhova), Kezéből véletlenül kiengedve esni hagy vmit (vkit) vhová,narrower,verb
ejt," <játékos labdát> puhán ívelve juttat (vhova), ill. <gólt kapuba> így lő"," (Labdát) puhán ívelve juttat, emel vhová",exact,verb
ejt," <vmely testrészét> hirtelen leteszi, leereszti vhova"," Vmit szándékosan esni hagy, enged vhova",narrower,verb
ejt," (kezéből) véletlenül, akaratlanul eleresztve esni hagy vmit, es. vkit", Kezéből véletlenül kiengedve esni hagy vmit (vkit) vhová,exact,verb
ejt," mond, hallat, ill. írásban v. szóban említ vmit"," <Szóbeli megnyilatkozást> röviden, mintegy mellékesen v. mértékkel mond, hallat, tesz",exact,verb
ejt," <beszédhangot> vmely módon képez, ill. <szót, szöveget> vmilyen kiejtéssel mond", vmilyen módon képez vmely hangot v. vmilyen jellegű hangon mond vmely szót,exact,verb
ejt," <rendsz. éles, hegyes tárgy, dolog v. éles, hegyes tárggyal vki sérülést, sebet stb.> előidéz, okoz (vmin, vkin)"," <Személy v. dolog rendsz. vmely eszközzel, kisebb tárggyal, anyaggal vmely kisebb kárt, sérülést> előidéz, okoz",narrower,verb
ejt," <hibát, csorbát, foltot stb.> csinál, létrehoz (vmiben v. vmin) vki, vmi"," <Kárt, hibát> előidéz, létrehoz, rendsz. nem szándékosan",broader,verb
ejt," annak kif-ére, hogy a tárggyal megnevezett cselekvést végzi"," <Személy v. dolog rendsz. vmely eszközzel, kisebb tárggyal, anyaggal vmely kisebb kárt, sérülést> előidéz, okoz",narrower,verb
ejt," annak kif-ére, hogy alkalmat, lehetőséget talál arra, hogy végrehajtson, elvégezzen vmit", alkalmat talál vmire,exact,verb
ejt," <vadat, régen: ellenséget> (lövéssel) leterít, megöl"," <Foglyot, zsákmányt> ügyes taktikával megszerez, birtokába kerít; zsákmányol",broader,verb
ejt," <zsákmányt, zsákmányként vmit v. foglyot, túszt stb.> szerez, ill. <fogolyként, túszként stb.> elfog vkit"," <Foglyot, zsákmányt> ügyes taktikával megszerez, birtokába kerít; zsákmányol",exact,verb
ejt," bizalmát megvonva mellőz, félreállít, ill. a bizalmas kapcsolatot vele megszüntetve elhagy vkit"," nem kell neki tovább vki; iránta való vonzalmát v. megbecsülését elvesztve szabadulni akar tőle, nem törődik tovább vele",exact,verb
ejt," <vmely helyzetbe, (lelki)állapotba> juttat"," vmely érzelmi, lelki tartalmat v. állapotot, helyzetet hoz létre, idéz elő vkiben",exact,verb
eladó," olyan <tárgy, árucikk stb.>, amelyet megvételre kínálnak, áruba bocsátanak"," Olyan <tárgy, cikk, eszmei érték>, amelyet eladásra szánnak, kínálnak, amelyet meg lehet venni",exact,adjective
eladó," olyan <lány>, aki már elérte azt az életkort, amelyben férjhez adható"," Olyan <lány>, aki már elérte azt a kort, v. abban a korban van, amelyben a lányokat általában férjhez adják",exact,adjective
eladó," olyan személy, aki áruba bocsát, elad vmit"," Az a személy, aki áruba bocsát, elad (1) vmit",exact,noun
eladó," <boltban, üzletben:> az árusítást alkalmazottként végző személy"," Az a kereskedelmi alkalmazott, akinek hivatásszerű foglalkozása az eladás; segéd",exact,noun
eladó," olyan tárgy, árucikk stb., amelyet eladásra kínálnak"," Az az árucikk, amelyet eladásra szánnak, kínálnak",exact,noun
elágazik," <növényi v. állati rész> (növekedve) szétágazik, ill. <ágakra> bomlik"," <Növény, kül. fa> több irányban ágakat hajt, növeszt",exact,verb
elágazik," (mozgás közben) ágakra oszlik, szakad vmi"," <Út, folyó, hegyvonulat, vezeték> ágakra szakad",narrower,verb
elágazik," elszakad vmitől, amivel korábban együtt haladt"," <Út, folyó, hegyvonulat, vezeték> ágakra szakad",narrower,verb
elágazik," <két v. több dolog> (vmitől v. vmely irányban, tekintetben) különbözőséget v. ellentétet mutat, megoszlik"," <Két v. több nézet, vélemény> bizonyos egyezés ellenére eltérést mutat, különbözővé válik",exact,verb
elágazik, származik vkitől," <A család vmely tagja v. ága> eredeti lakóhelyéről elköltözve v. más családhoz csatlakozva, eddigi kapcsolatainak lazulásával vhova elkerül",narrower,verb
elágazik," származási helyéről máshova kerül(ve letelepedik), elszármazik"," <A család vmely tagja v. ága> eredeti lakóhelyéről elköltözve v. más családhoz csatlakozva, eddigi kapcsolatainak lazulásával vhova elkerül",narrower,verb
elágazik, <jelenség> (szélesebb területre) kiterjed," vmely eljárás, szervezet eredeti egységének megszűntével két v. több ágra szakad",related,verb
eláll," ellép, elmegy vhonnan"," Ellép vhonnan, vmi mellől, félrébb áll, félreáll",exact,verb
eláll," elfordul, elpártol vkitől, ill. <máshoz> átáll, átpártol"," Elpártol, elszakad vkitől, vmitől, s így megszeg vmely vállalt kötelezettséget",narrower,verb
eláll," eltekint vmitől, lemond, letesz róla"," vmely tervének, szándékának végrehajtásához nem ragaszkodik tovább; lemond vmiről",exact,verb
eláll," <vmely feladata, kötelezettsége elől> kitér, nem teljesíti azt"," Elpártol, elszakad vkitől, vmitől, s így megszeg vmely vállalt kötelezettséget",narrower,verb
eláll, a felszólalni kívánó visszalépését v. a felszólaló elhallgatását követelő bekiabálásként," <tiltakozó közbekiáltásaként vmely nem tetsző beszéd közben:> ne beszéljen tovább, hagyja abba!",exact,verb
eláll," olyan helyzetben van, úgy helyezkedik el vmihez képest vmi, hogy nem simul hozzá"," <ruhadarab, némely testrész, ill. hajzat> nem simul vmihez, amihez simulni, tapadni szokott, hanem köztük bizonyos távolság van",exact,verb
eláll," odaáll, odalép vhova, ill. (rejtett v. védett helyre) beáll vki"," <ember, állat> bizonyos hosszabb ideig türelmesen áll",related,verb
eláll, (leshelyre) beáll vki," <ember, állat> bizonyos hosszabb ideig türelmesen áll",related,verb
eláll," (munkára) beáll, elszegődik vhova v. vkihez, elszerződik vminek vki", Elszegődik vhová szolgálni,exact,verb
eláll," <ember, állat (vmennyi ideig)> hosszasan, türelmesen áll(va), álldogál(va elidőzik) vhol"," <ember, állat> bizonyos hosszabb ideig türelmesen áll",exact,verb
eláll," annak kif-ére, hogy tartósan vmely helyen van vmi"," <Tárgy> huzamosabb ideig érintetlenül egy helyen maradhat, ellehet; jó, alkalmas helyen van vhol",related,verb
eláll," <étel, ital v. más bomló anyag, ill. tárgy (bizonyos ideig)> épségben, eredeti állapotban megmarad, nem romlik meg, ill. nem megy tönkre"," <Étel, ital v. más bomló anyag, test> bizonyos ideig épségben, eredeti állapotban megmarad, nem romlik meg",exact,verb
eláll," <ember, állat> nem megy tovább, megáll", Megáll (s utána mozdulatlanul áll),exact,verb
eláll, <szerkezet v. élő szerv> működése leáll," <Szerv, lelki képesség, gépezet> nem működik tovább, többé-kevésbé hosszabb időre megáll",exact,verb
eláll," <(természeti v. élettani folyamatként) vminek a folyása, áramlása> nem tart tovább, abbamarad"," <Természeti v. élettani folyamat> nem tart v. nem működik tovább; abbamarad, elakad v. megszűnik, megáll",exact,verb
eláll," <cselekvés, tevékenység> megszűnik, nem folytatódik"," <Cselekvés, tevékenység> megszűnik, abbamarad",exact,verb
eláll," teljesen elfárad, kimerül"," Kifárad, kimerül",exact,verb
eláll, <vminek a haladását> akadályként meggátolja vki v. vmi," <személy> odaáll vmely nyílás (ajtó, kapu stb.) elé, és megakadályozza a közlekedést azon át",narrower,verb
eláll," <ajtót, utat, útvonalat stb.> az azon való közlekedést lehetetlenné téve akadályként v. vmely akadállyal elzár, ill. ottlétével megközelíthetetlenné tesz vmit vki v. vmi"," <személy> odaáll vmely nyílás (ajtó, kapu stb.) elé, és megakadályozza a közlekedést azon át",narrower,verb
eláll," úgy áll vhol, olyan helyen van, hogy vki v. vmi elől teljesen eltakar vmit"," <tárgy, személy> olyan helyen, ill. helyzetben van, hogy (ott) a tevékenységet v. a mozgást, látást akadályozza",related,verb
eláll," elvisel, ill. el tud viselni, kibír vmit"," Szó nélkül áll, elvisel, eltűr vmit",exact,verb
akármelyik," több közül tetszőlegesen vmelyik, akármely"," Kettő v. több közül válogatás nélkül akár (az) egyik, akár (a) másik; mindegy, hogy melyik",exact,pronoun
akármelyik," több közül tetszőlegesen vmelyik, akármely", Akármely (I. 1).,exact,pronoun
akármelyik, 〈kérdésre adott kitérő feleletként〉," <Dacos feleletben:> az, amelyik éppen; kinek mi köze hozzá, hogy melyik?!",exact,pronoun
akármelyik, a szóban forgó személyek közül tetszőlegesen vmelyik, A személyraggal v. a szövegösszefüggésben meghatározott személyek közül akárki,exact,pronoun
akármelyik," több közül tetszőlegesen vmelyik, akármely"," (Ha) akár egyik …, akár másik …, akár … (is); amelyik csak …; amelyik éppen",broader,pronoun
baj," vesződség, bajlódás v. fáradsággal járó munka"," Gondot, vesződséget okozó kedvezőtlen, rossz helyzet, állapot v. annak átélése",exact,noun
baj," gond(ot), nehézség(et, kárt okozó eset, esemény)"," Gondot, vesződséget v. kárt okozó eset; kedvezőtlen, rossz fordulat.",exact,noun
baj," vkinek a képességeiben, megnyilvánulásában, ill. vminek az összetételében, működésében stb. fellelhető hiba, hiány(osság), fogyatkozás"," vminek a működésében, összetételében v. felépítésében mutatkozó hiba, fogyatkozás",exact,noun
baj," betegség, kór(os állapot v. közérzet)"," Vkinek, vminek vmiféle betegsége",exact,noun
baj," 〈élőlénnyel kapcs.:〉 (lelki) sérülés, ártalom, ill. 〈tárggyal kapcs.:〉 rongálódás, károsodás"," Embernek, állatnak vmiféle sérülése",related,noun
baj," havibaj,  havivérzés,  menstruáció ", Menstruáció,exact,noun
baj," szükség, vagyis székelés, ill. vizelés",  Székelés. Baj történt: <kisgyermek> ágyba vizelt v. székelt,exact,noun
baj," bánat, szomorúság, fájdalom"," Lelki fájdalom, főleg szerelmi bánat",exact,noun
baj," fegyveres küzdelem, harc, ill. párbaj, bajvívás"," Párviadal, párbaj",exact,noun
bár_2," ámbár, jóllehet, noha¹"," Igaz, hogy …; annak ellenére, hogy …; noha, habár, ámbár",exact,conjunction
beoszt," 〈vmely nagyobb egészet〉 egységének megszüntetése nélkül (egyenlő) részekre oszt, tagol"," <Vmely nagyobb egészet> gyakorlati céllal, rendsz. könnyebb áttekinthetőség végett (megközelítőleg) egyenlő részekre oszt anélkül, hogy tényleges egységét megszüntetné",exact,verb
beoszt," 〈erőt, pénzt, élelmiszert stb.〉 előre megállapított részletekben úgy használ fel, hogy vmely meghatározott időpontig nem fogy ki belőle"," <Időt, pénzt, ennivalót> előre megállapított részletekben úgy használ fel, hogy vmely meghatározott időpontig nem fogy ki belőle",exact,verb
beoszt," vmit úgy tagol, ütemez, hogy mindenre jusson ideje"," <Munkát> úgy tervez, ill. végez el, hogy gazdaságosan használja fel az idejét",broader,verb
beoszt," 〈(több) személyt v. dolgot〉 jellemző sajátságai alapján, vmely sorrend v. szempont szerint vmely helyre v. csoportba besorol, betesz, ill. csoportonként, páronként v. egyenként elrendez",  Beoszt vmit vhova: <gondolatban v. a valóságban> vmely csoportba oszt vmit; besorol,exact,verb
beoszt," vmely munkakörbe, munkaterületre helyez, rendel, ill. vmely feladat elvégzésére kijelöl vkit",  Beoszt vkit (vhova): vmely munkakörbe rendel vkit,exact,verb
biztos_2, vmely feladat elvégzésére rendsz. a végrehajtó hatalom (vmely szerve) által meghatározott jog- és hatáskörrel kiküldött hivatalos személy, Vmely meghatározott feladat elvégzésére a végrehajtó hatalom által sajátos jog- és hatáskörrel kiküldött hivatalos személy,exact,noun
biztos_2," a közrend, a közbiztonság fenntartására kirendelt önkormányzati tisztviselő, ill. 〈az állami rendőri hatóság megalakulása után:〉 legénységi állományú rendőr v. csendőr"," Egyenruhás, legénységi állományú rendőr",broader,noun
darás, (búza)darából v. (búza)darával készült 〈étel v. alapanyag〉," Búzadarával készített <étel, rendsz. főtt tészta>",exact,adjective
darás, (búza)darából v. (búza)darával készült 〈étel v. alapanyag〉," Dara (1) hozzáadásával készült, darával kevert",exact,adjective
darás, apró jégszemcsékből álló 〈csapadék〉, Apró hópelyhekből v. kis jégszemekből álló <csapadék> v. ezzel kevert <eső>,exact,adjective
darás, szemcsés nagyságú(ra őrölt) 〈anyag〉," Apró részecskékre, darára (3) szétzúzott <anyag>",exact,adjective
egér," világszerte honos, 5–15 centiméteres hosszúságú, rendsz. nagy szemű és fülű, hegyes orrú rágcsáló, amelynek ált. gyéren szőrözött, hosszú farkán 160–180 pikkelysor van, kül. az ún. házi egér fajba (Mus musculus) tartozó, az emberlakta területekhez kötődő, 7–10 centiméteres, szürkésbarna színű, gazdasági kártevőnek tekintett állat"," Emberi lakóhelyek körül élő, szürke hátú, hosszúkás testű, hosszú, vékony farkú, a patkánynál jóval kisebb rágcsáló állat; élelmiszerben, gabonafélében nagy károkat okoz (Mus musculus); háziegér",broader,noun
