lemma,pos,sense_source,sense_target,semantic_relationship
beitel,noun,"1/|\Eigenlijk. Gereedschap om hout, ijzer of steen te klooven; in het eerste geval voorzien van een houten handvat, en dienende hetzij om te steken of om te schaven.","gereedschap dat bestaat uit een meestal stalen blad met een scherpe, wigvormige snede, en een handvat, en dat gebruikt wordt om door steken, hakken of schaven hout, steen, metaal of een ander hard materiaal te bewerken; ook zonder handvat als onderdeel van een machine",exact
pakhuis,noun,1/|\Eigenlijk.,gebouw waar handelswaren worden opgeslagen; opslagplaats voor koopwaar,exact
kunstenaar,noun,"2/|\Iemand die bekwaamheid bezit in eenig opzicht, of die eene kunst, een bepaalde manier van doen verstaat (zie KUNST, 2) en 3); dus vaak zooveel als: iemand die kennis van zaken heeft, een deskundige. Weinig of niet meer in gebruik.",iemand die zeer kundig is in iets,exact
kunstenaar,noun,"5/|\Iemand die het vermogen bezit om kunstwerken te scheppen, iemand die met goed gevolg een der schoone kunsten beoefent, een artiest. Thans de gewone beteekenis.","iemand die kunst maakt, voor zijn beroep of uit liefhebberij",exact
historicus,noun,)/|\Geschiedkundige.,iemand die doorgaans geschiedenis gestudeerd heeft en voor zijn beroep geschiedkundig onderzoek verricht en daarover vaak ook boeken of artikelen schrijft; geschiedkundige; geschiedschrijver; ook: het beroep van historicus,exact
scherts,noun,"1/|\Het maken van grappen, grappige of speelsche beschouwing of opvatting, gekheid.","het gekscheren; goedbedoelde, speelse spot",exact
scherts,noun,"2/|\Grappig gezegde, grappige opmerking, aardigheid.","het gekscheren; goedbedoelde, speelse spot",related
taxi,noun,"1)/|\Verkorting van taxiauto of een derg. samenst., dat zelf een korte wijze van uitdrukking is voor *taximeterauto of iets derg. Huurrijtuig — gewoonlijk huurauto —, van een taximeter voorzien.",motorvoertuig waarmee passagiers zich naar de gewenste bestemming laten brengen tegen betaling van een ritprijs die doorgaans afhankelijk van de afgelegde afstand op een meter wordt aangegeven; huurvoertuig met chauffeur,exact
saillant,adjective,"2/|\(Fig.) In het oog springend, opvallend.","in het oog springend door zijn bijzondere aard, door een hoge graad van zekere hoedanigheid, door zijn prominente positie, als duidelijke, onbetwistbare uiting enz.; opvallend; de aandacht trekkend; opmerkelijk; treffend; markant",exact
vorsen,verb,"1/|\Met den geest, het geestesoog probeeren te achterhalen of te weten te komen wat in een voorz.-bep. ingeleid door naar aangegeven wordt of wat in den context geïmpliceerd is; met den geest, het geestesoog onderzoek doen, speuren, zoeken (naar iets).","onderzoek doen, voornamelijk met de geest wetenschappelijk onderzoek doen",exact
onderzoek,noun,"1)/|\De stam van Onderzoeken. Eigenlijk: de handeling van te onderzoeken, het aanwenden van pogingen om zich van iets te vergewissen, en ook, met betrekking tot één bepaald onderwerp, in den zin van: de gezamenlijke nasporingen dat onderwerp betreffende.","handeling van het onderzoeken, door een medicus of een paramedicus uitgevoerd, met de bedoeling om tot het in kaart brengen en behandelen van een bepaalde medische aandoening te komen, vaak in een ziekenhuis of dokterspraktijk of andere gezondheidspraktijk uitgevoerd",exact
onderzoek,noun,"—/|\In toepassing op gerechtelijke nasporingen, van welken aard ook.",nasporing ingesteld door justitie of door de politie,exact
dorst,noun,1/|\De lichamelijke behoefte aan drinken.,gevoel van behoefte aan drinken,exact
dorst,noun,1/|\De lichamelijke behoefte aan drinken.,behoefte aan water,broader
dorst,noun,3/|\In verschillende toepassingen op sterke begeerten.,hevig verlangen; onverzadigbare begeerte,exact
bos,noun,"4/|\Bij uitbreiding, in 't algemeen. Een zeker aantal voorwerpen, van welke soort ook, tot een meest onregelmatig langwerpigen bundel bijeengebonden.","bundel van gelijksoortige, dunne, langwerpige voorwerpen",exact
bos,noun,"1/|\Eigenlijk. — a In 't algemeen. Eene vrij groote uitgestrektheid gronds, met opgaande boomen begroeid (veelal min of meer kunstmatig onderhouden of ook aangelegd en met wegen doorsneden). In de hedendaagsche taal onderscheiden zoowel van struikgewas en kreupelhout (heesters en lagere boomen als berken, elzen en hazelaars) als van woud, dat thans alleen in de hoogere schrijftaal gebruikt wordt, als benaming van zeer groote, meestal in den vreemde gelegen streken, vanouds en van nature dicht met hooge boomen begroeid en in ongerepten staat gebleven, waaraan dus het bijdenkbeeld van woestheid eigen is.","terrein van een zekere uitgestrektheid dat dicht begroeid is met bomen; ook: de begroeiing, het geboomte daarvan en dan vaak zonder lidwoord",exact
mangrove,noun,"1/|\Wortelboom. Zie verder Dl. XXVI, 2319.","boom of struik die in de tropen en subtropen in ondiep water aan de kust, in rivierdelta's e.d. voorkomt, zich kenmerkt door zijn vele ademwortels of luchtwortels en waarvan de voornaamste soorten tot de familie van de Rhizophoraceae behoren; wortelboom",exact
mangrove,noun,"2/|\(Sub)tropisch boschtype, gekenmerkt door een vegetatie die bestaat uit boomen met luchtwortels; vaak als vloedbosch aangetroffen op beschutte, slibrijke plaatsen.","type bos in de tropen en subtropen dat zich bevindt langs een lage kust of bij een rivierdelta, bij vloed onderloopt, beschut en slibrijk is, een zoute bodem heeft en zich kenmerkt door een vegetatie die bestaat uit bomen en struiken met ademwortels of luchtwortels",exact
kruid,noun,1/|\Benaming voor planten met niet-houtigen stengel.,plant met een niet-houtachtige stengel; kruidachtige plant,exact
kruid,noun,"1.d/|\Als collectief in den zin van: de gezamenlijke kruiden, al wat er (in 't algemeen, of b.v. in zekere streek) aan kruidachtige planten is. Soms zelfs min of meer als stofnaam voor een deel daarvan.",al wat er aan kruidachtige planten ergens groeit,exact
kruid,noun,6/|\Tal van kruiden (in de bet. 1) worden voor geneeskundige doeleinden gebezigd.,geneeskrachtige of heilzame plant; ook: geneesmiddel dat gemaakt is van geneeskrachtige of heilzame planten,exact
kruid,noun,"7/|\Het gebruik van verschillende geurige of prikkelende kruiden bij de bereiding van spijzen enz. (verg. boven bij 4), heeft het woord de bet. verschaft van: specerij, kruiderij. Uiteraard wordt kruid in dezen zin gewoonlijk als collectief of stofnaam gebruikt; het mv. geeft in den regel te kennen dat er van verschillende soorten sprake is. Verg. VERDAM 3, 2187 volg. Nog thans wel hier en daar in deze bet. gebruikelijk, inzonderheid voor de kruiderijen die bij de slacht te pas komen.",plant of plantendeel dat bij het bereiden van voedsel gebruikt wordt om een speciale smaak of geur aan het gerecht te geven; specerij; keukenkruid,exact
klonteren,verb,"1/|\Van vloeistoffen, weeke stoffen, of kleine deeltjes eener vaste stof. Een of meer klonters vormen, tot een klonter of klonters worden.",tot een klont worden door stolling; stollen,exact
klonteren,verb,"1/|\Van vloeistoffen, weeke stoffen, of kleine deeltjes eener vaste stof. Een of meer klonters vormen, tot een klonter of klonters worden.",aan elkaar gaan kleven door het stollen van een tussengelegen vloeistof of brij,exact
klonteren,verb,"1/|\Van vloeistoffen, weeke stoffen, of kleine deeltjes eener vaste stof. Een of meer klonters vormen, tot een klonter of klonters worden.",zich samenvoegen of zich aan elkaar hechten als door klontering,exact
klonteren,verb,"1/|\Van vloeistoffen, weeke stoffen, of kleine deeltjes eener vaste stof. Een of meer klonters vormen, tot een klonter of klonters worden.",klonten vormen door onvoldoende menging of door stolling,exact
mes,noun,"1/|\In 't algemeen. Een werktuig om te snijden, gewoonlijk van staal of ijzer, soms van been, met of zonder punt, aan een of aan twee kanten geslepen, bevestigd aan een heft.",voorwerp dat bestaat uit een heft en een lemmet dat aan één of twee zijdes scherp is en dat vooral gebruikt wordt om mee te snijden of te steken,exact
mes,noun,"2/|\Genoemd als een voorwerp dat men tot allerlei gebruik bij zich draagt (verg. ook onder 5); thans in beperkter toepassing dan vroeger, toen men b.v. geene tafelmessen had, maar bij het eten een mes gebruikte dat men bij zich droeg.",voorwerp dat bestaat uit een heft en een lemmet dat aan één of twee zijdes scherp is en dat vooral gebruikt wordt om voedsel mee te snijden en op de vork te schuiven; stuk eetgerei,exact
mes,noun,"5/|\Gebruikt als een voorwerp om iemand mede te dooden, te wonden.",specifiek als wapen,exact
koopman,noun,"1/|\Iemand die koopt en verkoopt en daarvan zijn beroep maakt, die den handel als beroep uitoefent. In de algemeene taal het gewone gebruik; zie voor een speciaal wettelijke en juridische opvatting de bet. 2).","man die voor zijn beroep goederen aankoopt om ze met winst door te verkopen, vaak op grote schaal door import, export of andere vormen van groothandel; handelaar",exact
koopman,noun,"1.c/|\In toepassing op en als aanspreekbenaming voor iemand die, met name ten plattenlande, met koopwaar van huis tot huis gaat, veelal hetzelfde als: (mars)kramer, of als: straatventer, leurder.","man die voor zijn beroep als rondtrekkend handelaar waren aan particulieren te koop aanbiedt op openbare markten, langs de openbare weg of in de huis-aan-huisverkoop; marktkoopman; venter",exact
kruidenier,noun,"2/|\Iemand die kruiden of specerijen en aanverwante artikelen verkoopt, oorspronkelijk zoowel voor geneeskundig als voor keukengebruik, zoodat ook de apothekers onder de kruideniers gerekend konden worden; vaak dan ook zooveel als: drogist. Deze bet. is in het Mnl. de gewone. Vervolgens zijn de kruideniers ook allerlei koloniale waren en waren voor huishoudelijk gebruik gaan verkoopen, terwijl daarentegen de handel in geneesmiddelen op den duur van hun vak is afgescheiden. Naar de tegenwoordige opvatting is een kruidenier iemand die in 't klein specerijen, koloniale waren en dergelijke keukenbehoeften, alsmede grutterswaren verkoopt; want ook de kleinhandel in grutterswaren, vroeger gewoonlijk door afzonderlijke grutters uitgeoefend, gaat meer en meer in handen van de kruideniers over.","iemand die voor zijn beroep een winkel uitbaat waar kruidenierswaren zoals suiker, koffie, rijst, zeep, tandpasta, sigaretten, kruiden en specerijen, worden verkocht; uitbater van een kruidenierswinkel",exact
pak,noun,A/|\Iets dat bijeengepakt of ingepakt is.,"iets wat ingepakt of bijeengepakt is en zo een geheel vormt, en dat vaak bestaat uit gelijksoortige zaken, maar soms ook uit ongelijksoortige zaken en soms ook uit een enkel exemplaar ergens van; enige gelijke of verschillende voorwerpen die bij elkaar gebonden, in elkaar gerold of met iets omwonden zijn, zodat zij een geheel vormen; in een geheel ingepakte of verpakte voorwerpen",exact
pak,noun,"A.1/|\Een of meerdere zaken, van gelijken of verschillenden aard, die bij elkaar gebonden, opgerold of met iets omwikkeld zijn, zoodat zij een geheel vormen; bundel.","samenhangend of bijeengevoegd geheel van meestal concrete, gelijksoortige stoffen, zoals stro of sneeuw, of voorwerpen, bijvoorbeeld papieren, kaarten of stenen, zonder dat die verpakt, ingepakt of omwonden zijn; hoeveelheid gelijksoortige voorwerpen bij elkaar",exact
pak,noun,"A.1.b/|\Inzonderheid in toepassing op zaken die ter verzending gereed gemaakt zijn, en daartoe in papier, doek enz. werden gepakt, om tegen nat en vuil beveiligd te zijn.","verpakking van iets, meestal van een bepaald product, bijvoorbeeld koffie, melk of suiker, in een afgepaste hoeveelheid, vaak gemaakt van karton",narrower
pak,noun,A.2/|\Een pak wordt dikwils aan mensch of dier als een last opgelegd.,zaak die op een persoon of zaak is geladen is om gedragen of vervoerd te worden en die meestal zwaar is; last,exact
pak,noun,"A.4/|\Een bijeengevoegd geheel, zonder dat er van eigenlijk inpakken sprake is.",grote hoeveelheid; flinke hoeveelheid; stel,exact
pak,noun,"A.5.c/|\In toepassing op een stel kleederen; oorspronkelijk: de bijeengepakte kleedingstukken die men op reis, als bagage, medeneemt, en vandaar: een geheel stel bovenkleederen, b.v. jas, vest en broek.","kleding die als een geheel gedragen wordt, meestal voor een bepaalde gelegenheid of activiteit of bij het vervullen van een bepaalde functie",exact
pak,noun,"A.5.c/|\In toepassing op een stel kleederen; oorspronkelijk: de bijeengepakte kleedingstukken die men op reis, als bagage, medeneemt, en vandaar: een geheel stel bovenkleederen, b.v. jas, vest en broek.","kostuum dat bij formele gelegenheden gedragen wordt, meestal door mannen, en dat vaak bestaat uit een broek en een bijbehorend jasje",related
wild,noun,1/|\(Exemplaar van) de in het wild levende dieren.,de in het wild levende dieren waarop al dan niet gejaagd wordt,exact
wild,noun,"3/|\(In aansl. bij de bet. 2) De gedoode dieren of het vleesch ervan, beschouwd als markt- en handelswaar, als (toebereid) voedsel e.d.; (een stuk) wildbraad. Soms ook in beperktere opvatting, t.w. met uitsl. van gevogelte. Zoo goed als steeds als coll. en stofnaam.",gedode wilde dieren bestemd om gegeten te worden; het vlees van wilde dieren,exact
wild,adjective,I.1/|\Van dieren: in tegenstelling met gedomesticeerde dieren nog levend in of deel uitmakend van de vrije natuur; in het wild levend; ongetemd; niet tam.,in tegenstelling met gedomesticeerde dieren nog levend in of deel uitmakend van de vrije natuur; in het wild levend; ongetemd; niet tam,exact
wild,adjective,"I.2/|\Van planten: in de vrije natuur voorkomend, in het wild groeiend; niet door den mensch geplant, geteeld of veredeld; niet gekweekt; niet tam. Vervolgens ook in toep. waarin de oppositie wild-tam een ander aspect betreft dan dat der groeiplaats, t.w. de vruchtbaarheid van de plant of de eetbaarheid der vruchten; zie hiervoor verder ook bij b).","in de vrije natuur voorkomend; in het wild groeiend; niet door de mens geplant, geteeld of veredeld; niet tam",exact
wild,adjective,"I.2.b.α/|\In toep. waarbij wild een gelijkenis met een niet-verwante tamme plant aangeeft, of een oppositie met een verwante tamme variant, waarbij de oppositie er dan in bestaat dat de genoemde wilde plant (van oorsprong) een niet-gekweekte variëteit is.",voortgebracht door wilde dieren of planten,exact
wild,adjective,"I.3/|\Van menschen: (nog) in den natuurstaat levend; van wie de levenswijze (nog) niet door civilisatie en cultuur (i.c. die van den spreker) gewijzigd of bepaald is; primitief, ongeciviliseerd, onbeschaafd, onontwikkeld (t.w. vanuit het standpunt van den spreker gezien). Dikwijls ook met ongunstige bijgedachte (zie bij a)). Inz. in attrib. gebr. en meestal in toep. op bewoners van verre, vrijwel onbekende en onontgonnen gebieden. De grens tusschen a en b) is niet steeds even duidelijk. Voor het zelfst. gebr. zie WILDE.","(nog) in de natuurstaat levend; van wie de levenswijze (nog) niet door civilisatie en cultuur (i.c. die van de spreker) gewijzigd of bepaald is; primitief, ongeciviliseerd, onontwikkeld (t.w. vanuit het standpunt van de spreker gezien)",exact
wild,adjective,"I.4/|\Van bep. gebieden, streken, stukken grond e.d., of van de natuur ervan: (nog) niet door den invloed van den mensch gewijzigd of gekenmerkt; (nog) in den oorspronkelijken, natuurlijken staat verkeerend.","(nog) niet door de invloed van de mens gewijzigd of gekenmerkt; (nog) in de oorspronkelijke, natuurlijke staat verkerend; ongerept",exact
wild,adjective,"II.10/|\In toep. waarbij het hoofdaccent gelegd wordt op het afwezig zijn van bep. reguleerende, bindende of ordenende elementen: zonder specifieke regels of ordening; ongeregeld, op ongeregelde wijze, regelloos; niet door eenige reguleering geleid of bepaald; niet aan eenige vaste ordening of organisatie onderworpen; soms ook: ongecontroleerd, op ongecontroleerde wijze. Vaak in toep. waarbij het ontbreken van regels, afspraken e.d. in tegenstelling is met wat vereischt is of verwacht zou mogen worden. Voor toep. op sociaal-maatschappelijk of moreel-ethisch vlak, zie men ook nog de bet. 15).",niet beregeld; buiten de officiële kanalen om; zonder specifieke regels of ordening,exact
wild,adjective,"II.12/|\(In aansl. bij de vorige bet.) Van zaken die zich ergens op organische wijze vormen of gevormd hebben: zich op zoodanige plaats of wijze ontwikkelend of ontwikkeld hebbend, dat niet beantwoord wordt aan de regels of eischen van het systeem waarin het door wild gekarakteriseerde te situeeren is; inz.: niet thuishoorend op de plaats waar het genoemde zich bevindt; groeiend, gevormd op een plaats waar het genoemde niet hoort of verwacht wordt. In de aanh. in eenige specifieke verbindingen.","niet thuishorend op de plaats waar het genoemde zich bevindt; groeiend, gevormd op een plaats waar het genoemde niet hoort of verwacht wordt",exact
wild,adjective,"II.14/|\In aansl. bij de vorige bet., van pers. (meton. ook van zaken, zie a, β)), in toep. waarbij inz. het ontbreken van de mogelijkheid tot zelfcontrôle of -beheersching aangegeven wordt. Eig.: niet meer in staat tot gewoon denken of handelen; buiten zichzelf; (als) gek, (als) dol.","niet kalm en al dan niet heftig bewegend of gepaard gaand met heftige bewegingen, zowel in negatieve als in positieve zin; onbeheerst, onbezonnen of uitbundig van karakter of in een momentane handeling; onbeteugeld; ongecontroleerd; onstuimig; hartstochtelijk; ook sterker: buiten zichzelf; dol; woest; ruw",exact
wild,adjective,"II.15/|\In toep. waarbij het hoofdaccent gelegd wordt op het feit dat iem. in zijn gedragingen of levenswijze afwijkt van wat correct of toelaatbaar geacht wordt: niet of niet voldoende beantwoordend aan wat volgens sociale, maatschappelijke of moreel/religieus-ethische regels verwacht of verlangd wordt; niet of niet genoegzaam geleid of bepaald door wat sociaal, maatschappelijk enz. gezien, vereischt wordt; niet of niet voldoende in overeenstemming met de sociale, maatschappelijke enz. normen; met het fatsoen in strijd, onfatsoenlijk; ongeregeld, regelloos. Steeds van pers., hun levens(wijze) of gedrag.","afwijkend van wat normaal, gangbaar of gebruikelijk is",exact
wild,adjective,"II.16/|\In toep. waarbij het hoofdaccent gelegd wordt op het feit dat bij bep. zaken, handelingen, gebeurtenissen e.d. elke interne logica, elk zinnig patroon of fundament, elke vorm van voorafgaande overweging ontbreekt: geheel door willekeur bepaald of gekenmerkt; waarin of waarbij elk logisch plan ontbreekt; waarin weinig of geen zinvol patroon of zinvolle ordening te herkennen valt. Inz. ter karakteriseering van iemands handelen, en dan te omschrijven als: elken vorm van doelgerichtheid missend; zonder eenig overleg, in geenen deele weloverwogen; onbezonnen, ondoordacht; ook wel: impulsief, onbesuisd.","zonder ordelijke vorm, schikking, structuur of verband; ongeordend; wanordelijk; in de war; chaotisch",exact
wild,adjective,"II.17/|\In aansl. bij de vorige bet., in toep. op bep. uitingen, mededeelingen, vragen, gissingen e.d.: niet steunend op eenige concrete realiteit; zonder dat er eenige aanwijzing of aanleiding voor is; ontbloot van elken grond; ""zoomaar""; ongefundeerd, ongegrond.","niet steunend op enige kennis, waarheid of werkelijkheid; waarin men de verbeelding de vrije loop laat; ongebreideld; onbeteugeld; van geruchten ook: zomaar geuit; ongefundeerd; ongegrond",exact
wild,adjective,"II.18.a/|\(Bnw.) Van pers. (hun aard of karakter), of van bep. (gepersonifieerde) zaken: heftig of woest tekeer gaand; woest; heftig, fel; onstuimig.",niet rustig; snel en hard; ruig,exact
wild,adjective,"18./|\In toep. waarbij inz. groote kracht, felheid, heftigheid e.d. aangegeven wordt. De grens met de bet. 15) is niet steeds even duidelijk.",heftig in beweging of snel stromend; woest; onstuimig,exact
blessure,noun,")/|\Verwonding, wond, kwetsuur.","verwonding of kwetsuur die vaak ontstaat tijdens het beoefenen van een sport, maar ook veroorzaakt kan zijn door een ongeval of ongeluk",exact
pijn,noun,"1/|\Als algemeene benaming van eene reeks van boomen, die behooren tot de familie der Naaldboomen of Kegeldragenden en te zamen het geslacht Pinus vormen; pijnboom.",oude benaming voor een kegeldragende naaldboom van het geslacht [i]Pinus[/i]; pijnboom; den,exact
pijn,noun,"4/|\Een toestand van lichamelijk lijden, waarbij men in eenig deel van het lichaam smart gevoelt; lichamelijke smart, eene smartelijke aandoening.","onaangenaam tot ondraaglijk lichamelijk gevoel dat dof, zeurend of stekend kan zijn en plaatselijk of overal  in het lichaam kan voorkomen; lichamelijk lijden; zeer",exact
pijn,noun,"5/|\Toestand waarin men pijn gevoelt, iets onaangenaams ondergaat.",gevoel van lijden dat betrekking heeft op de geest of de emotie; geestelijk lijden; psychische pijn; leed; smart; verdriet,exact
luttel,adjective,"A.1/|\Klein, gering, in maat, hoeveelheid of aantal; weinig.",klein qua omvang; niet omvangrijk; gering,narrower
luttel,adjective,"A.1/|\Klein, gering, in maat, hoeveelheid of aantal; weinig.",klein qua aantal; gering; weinig; enkel,narrower
luttel,adjective,A.2/|\Van geringe beteekenis.,onbeduidend; onbetekenend; onbelangrijk; klein,exact
luttel,adjective,"B.1/|\In geringe mate, weinig.",klein qua omvang; niet omvangrijk; gering,exact
luttel,adjective,"B.1/|\In geringe mate, weinig.",klein qua aantal; gering; weinig; enkel,exact
toss,noun,"1)/|\Term in sommige soorten van sport, zooals voetbal, cricket, tennis: het werpen van kruis of munt, of een loting op een andere wijze (b.v. door een racket om zijn lengteas te draaien), om uit te maken wie van de tegenstanders het recht van keuze zal hebben en (of) zal beginnen; (soms) opgooi.","loting voor aanvang van een wedstrijd, bijvoorbeeld het opgooien en opvangen van een munt, bedoeld om uit te maken wie van de partijen het recht van keuze zal hebben en/of zal beginnen, of een loting op een andere wijze (bv. door een racket om zijn lengteas te draaien), (soms) opgooi; kop of munt, kruis of munt",exact
gebouw,noun,"II.1/|\Eigenlijk. Iets dat gebouwd is, een bouwwerk, voor zooverre het tot woning of samenkomst of tot verschillende andere maatschappelijke verrichtingen of doeleinden dient. Veelal met het bijdenkbeeld, dat het geheel eene tamelijke grootte of uitgestrektheid heeft en meer of min in kunstvorm is opgetrokken.","bouwwerk dat aan de buitenkant bestaat uit muren en een dak en dat wordt gebruikt voor een of meer doeleinden waarvoor bij voorkeur een besloten ruimte geschikt is, zoals bewoning, opslag, uiteenlopende vormen van arbeid, eredienst en culturele activiteiten",exact
gebouw,noun,"II.1/|\Eigenlijk. Iets dat gebouwd is, een bouwwerk, voor zooverre het tot woning of samenkomst of tot verschillende andere maatschappelijke verrichtingen of doeleinden dient. Veelal met het bijdenkbeeld, dat het geheel eene tamelijke grootte of uitgestrektheid heeft en meer of min in kunstvorm is opgetrokken.","bouwwerk zoals een flatgebouw, een kantoortoren, een fabriek of een openbaar gebouw dat zich door zijn omvang, hoogte of belang onderscheidt van meer bescheiden bouwsels zoals huizen",broader
gebouw,noun,"II.2/|\Figuurlijk, in toepassing op verschillende onstoffelijke zaken, die, als een kunstmatig samenstel van verschillende onderdeelen, met een min of meer kunstig opgetrokken gebouw worden vergeleken. Altijd zóó dat de gedachte aan de eigenlijke beteekenis van het woord levendig blijft, en dus veelal met nadere uitwerking der vergelijking door bijvoeging van andere uitdrukkingen, die op een eigenlijk gebouw toepasselijk zijn.","groot geheel van samenhangende ideeën, gebruiken of maatregelen die samen een soort ideëel bouwwerk vormen",exact
restaurant,noun,"3/|\Gelegenheid waar men, tegen betaling, warme en koude spijzen alsmede dranken kan nuttigen en waar personeel aan tafel bedient; onderscheiden van eethuis, dat meestal kleiner en beperkter, en cafetaria, dat meestal goedkooper, minder exclusief van opzet is.","horecabedrijf waar men een maaltijd kan gebruiken, in de regel een verzorgde maaltijd die uit meerdere gangen kan bestaan",exact
restaurant,noun,3.a/|\Als zelfstandig complex.,gebouw waarin een restaurant is ondergebracht,exact
restaurant,noun,3.b/|\Als onderdeel van een grooter complex.,"eetzaal van een restaurant, als onderscheiden ruimte van de keuken en eventueel de bar en het salon",exact
restaurant,noun,3.b/|\Als onderdeel van een grooter complex.,"ruimte bij een bedrijf of een instelling waar de personeelsleden of andere betrokkenen, meestal tegen betaling, een bereide maaltijd kunnen gebruiken",broader
medium,noun,"1.a/|\(Natuurk.) Stof waarin verschijnselen als licht- en warmtestraling, trillingen, electrische stroom zich voortplanten.",materie waar bepaalde golven doorheen kunnen lopen; middenstof,exact
medium,noun,"1.a/|\(Natuurk.) Stof waarin verschijnselen als licht- en warmtestraling, trillingen, electrische stroom zich voortplanten.","tot aan de theorie van Einstein hypothetisch aangenomen, niet-waarneembare stof in de ruimte waardoor kometen en licht zich zouden bewegen; ether",broader
medium,noun,"1.b/|\(Biochemie) Vloeistof waarin cellen, bacteriën e.d. zich snel kunnen voortplanten; incubatievloeistof.",stof waarop of waarin micro-organismen (zoals bacteriën en schimmels) kunnen groeien en zich kunnen vermeerderen; kweekmedium; kweekmiddel; voedingsbodem of injectievloeistof,exact
medium,noun,"2/|\(Gramm.) Categorie van werkwoordsvervoeging in b.v. het idg. en gr., die het midden houdt tusschen het activum en het passivum, en waarbij het onderwerp dat de handeling verricht tevens het belanghebbend voorwerp is.","grammaticale werkwoordsvorm naast actief (lijdende vorm) en passief (bedrijvende vorm), zoals voorkomt in het Oudgrieks en Latijn, die uitdrukt dat het werkwoord op een bijzonder manier betrekking heeft op het subject (het onderwerp); betrokken vorm; middel",exact
medium,noun,5/|\Bemiddelend element; hulpmiddel; instrument in versch. toep.,middel om twee zaken te koppelen; verbindend element,exact
medium,noun,5.a/|\In het alg.: middel dat aangewend wordt om iets te bewerkstelligen of iets te bereiken.,middel om twee zaken te koppelen; verbindend element,exact
medium,noun,"5.c/|\Middel om informatie, kennis e.d. over te brengen; inz. in toep. op de taal als communicatiemiddel.","middel om informatie over te brengen, soms bedoeld voor een breed publiek; communicatiemiddel; communicatiekanaal; soms ook: massacommunicatiemiddel",exact
medium,noun,"6/|\(Spiritisme en parapsychol.) In het spiritisme: iem. die optreedt als tusschenpersoon tusschen de aardsche wereld en de wereld van de geesten van overledenen, waarbij de ziel van dien persoon tijdelijk het lichaam verlaat om plaats te maken voor den geest uit het hiernamaals. In de parapsychol.: paranormaal begaafd persoon.",iemand die door bijzondere kracht zou kunnen communiceren met doden of dieren of die door bijzondere krachten voorspellingen kan doen of juist in het verleden kan kijken; paranormaal begaafd persoon die kan communiceren met het spirituele; tussenpersoon tussen het aardse en het niet-aardse,exact
medium,noun,"7/|\Massamedium; massacommunicatiemiddel; vaak in mv. media in toep. op televisie, radio en pers.","communicatiekanaal om actualiteiten en andere informatie openbaar te maken voor een groot publiek (bv. krant, radio, televisie en nieuwswebsites); communicatiemiddel voor de massacommunicatie van actualiteiten en andere informatie; massamedium voor actuele informatie; communicatiemiddel voor nieuws; nieuwskanaal; nieuwsmedium",exact
aard,noun,"1/|\Van planten en dieren. Wezen, natuur, natuurlijke eigenschappen.",geheel van al of niet aangeboren eigenschappen van een persoon of dier; natuur; wezen; karakter; inborst,exact
aard,noun,"II/|\Met betrekking tot zaken (bij concreta thans minder gewoon): wezen, bepalende hoedanigheid of gesteldheid.",geheel van kenmerkende eigenschappen van een zaak; soort,exact
meester,noun,"2/|\Iemand die aan het hoofd van eene school staat (verg. lat. ludi magister), schoolmeester; daarna ook onderwijzer van de jeugd in 't algemeen. Thans niet meer als titel, maar in de dagelijksche spreektaal nog gewoon.",onderwijzer,exact
meester,noun,"3/|\In vrijer gebruik: iemand die anderen leert, leermeester.",leermeester; leraar,exact
meester,noun,"4/|\Als vertaling van lat. magister, een graad die door de universiteiten werd verleend en die de bevoegdheid gaf tot het onderwijzen aan hoogescholen; in sommige gevallen was magister synoniem met doctor. Thans bestaat die titel niet meer, maar in het gewone leven wordt een doctor in de rechtswetenschap nog altijd meester in de rechten genoemd.",titel van iemand die een volledige rechtenopleiding heeft afgerond aan een wetenschappelijke universiteit in Nederland of België; afkorting: mr.; volledige titel: meester in de rechten; ook: iemand met de titel van meester in de rechten,exact
meester,noun,"6/|\In toepassing op iemand die in eenig vak van wetenschap of kunst door zijne groote bekwaamheid een voorbeeld is voor anderen, die dan zijne leerlingen heeten ook zonder rechtstreeks door hem te zijn onderwezen.","iemand die zeer goed is in een bepaald vakgebied, met name in een tak van kunst of wetenschap",exact
meester,noun,"9/|\Bij de gilden: iemand die door het maken van een proefstuk, meesterstuk genoemd, de bevoegdheid had verkregen om zelfstandig zijn ambacht uit te oefenen.","bij de vroegere gilden: iemand die door het maken van een proefstuk, meesterstuk genoemd, de bevoegdheid had verkregen om zelfstandig zijn ambacht uit te oefenen; later nog in samenstellingen voor: erkend, gediplomeerd, zelfstandig gevestigd vakman",exact
meester,noun,"10/|\Iemand die anderen in zijn dienst heeft, hetzij als knecht, bediende, beambte, dienstbode enz.","man die anderen in dienst heeft als bediende, knecht, dienstbode; vroeger ook: eigenaar van slaven",exact
meester,noun,"10/|\Iemand die anderen in zijn dienst heeft, hetzij als knecht, bediende, beambte, dienstbode enz.",iemand die de leiding heeft over iemand of iets; iemand die belast is met het beheer of de uitvoering van iets; iemand die belast is met het toezicht op iets; hoofd; opziener,exact
meester,noun,13/|\Als naam voor ieder die heerschappij voert over anderen.,man die heerschappij voert over anderen; man die macht heeft over iemand of iets; heerser,exact
